,FSCS,Location,Library Class,County,Township,Type,Millage Rate,Millage Authorization Date,Millage Rate Levied,Millage Expiration Date,Millage Voted in Perpetuity,"Millage is for Operating, Debt, or Both?",Millage Rate (2),Millage Authorization Date (2),Millage Rate Levied (2),Millage Expiration Date (2),Millage Voted in Perpetuity (2),"Millage is for Operating, Debt, or Both? (2)",Millage Rate (3),Millage Authorization Date (3),Millage Rate Levied (3),Millage Expiration Date (3),Millage Voted in Perpetuity (3),"Millage is for Operating, Debt, or Both? (3)"
263,MI0158,Houghton Lake Public Library,"Class 4: Serve 12,000-25,999",Roscommon,Denton,District,1.0,June 1996,0.7,,Yes,,,,,,,,,,,,,
264,MI0378,Howard Miller Library,"Class 4: Serve 12,000-25,999",Ottawa,City of Zeeland,City,,,,,,,,,,,,,,,,,,
265,MI0136,Ionia Community Library,"Class 4: Serve 12,000-25,999",Ionia,City of Ionia,District,1.2339,2016-08-02,1.2308,2027-12-01,No,Operating,,,,,,,,,,,,
266,MI0173,Ishpeming Carnegie Public Library,"Class 4: Serve 12,000-25,999",Marquette,City of Ishpeming,City,,,,,,,,,,,,,,,,,,
267,MI0181,Kalkaska County Library,"Class 4: Serve 12,000-25,999",Kalkaska,Kalkaska,County,0.25,2019-08-06,0.25,2023-12-31,No,Operating,,,,,,,,,,,,
268,MI0431,Leanna Hicks Public Library of Inkster,"Class 4: Serve 12,000-25,999",Wayne,City of Inkster,City,2.0,8/6/2019,1.9796,2029,No,Operating,,,,,,,,,,,,
269,MI0198,Lincoln Township Public Library,"Class 4: Serve 12,000-25,999",Berrien,Lincoln,Township,0.5,Oct. 59,0.3923,,Yes,operating,0.5,Aug. 90,0.4348,,Yes,operating,0.3,Nov. 12,0.2995,2027,No,operating
270,MI0204,Lyon Township Public Library,"Class 4: Serve 12,000-25,999",Oakland,Lyon,Township,0.8745,May 2017,0.8745,2026,No,Operating,,,,,,,,,,,,
271,MI0242,MacDonald Public Library,"Class 4: Serve 12,000-25,999",Macomb,City of New Baltimore,City,1.2958,"NOVEMBER, 1987",2.0,0,Yes,OPERATING,,,,,,,,,,,,
272,MI0213,Manistee County Library,"Class 4: Serve 12,000-25,999",Manistee,City of Manistee,County,1.0,Aug-18,1.0,Dec-23,No,Operating,,,,,,,,,,,,
273,MI0218,Marshall District Library,"Class 4: Serve 12,000-25,999",Calhoun,City of Marshall,District,1.0,Jul-95,0.9767,,Yes,Operating,0.692,May-11,0.692,Dec-19,No,Operating,,,,,,
274,MI0220,Maud Preston Palenske Memorial Library,"Class 4: Serve 12,000-25,999",Berrien,Saint Joseph,City,1.0,City Charter,0.72,,No,Both,,,,,,,,,,,,
275,MI0226,Menominee County Library,"Class 4: Serve 12,000-25,999",Menominee,,County,0.375,12-1-2020,0.375,12-31-2025,No,operating,,,,,,,,,,,,
276,MI0228,Milan Public Library,"Class 4: Serve 12,000-25,999",Monroe,Milan,City,1.4112,Nov 1947,0.9156,,Yes,Operating,0.25,November 2018,0.25,January 2025,No,Operating,0.25,November 2016,0.25,January 2023,No,Operating
277,MI0229,Milford Public Library,"Class 4: Serve 12,000-25,999",Oakland,Milford,Township,1.0,4/1979,0.7362,,Yes,Operating,0.38,8/2010,0.3675,12/2019,No,Operating,,,,,,
278,MI0231,Missaukee District Library,"Class 4: Serve 12,000-25,999",Missaukee,City of Lake City,District,0.25,Aug - 96,0.2294,,Yes,Operating,,,,,,,,,,,,
279,MI0237,Mount Clemens Public Library,"Class 4: Serve 12,000-25,999",Macomb,City of Mount Clemens,District,2.75,July 1994,2.5324,,Yes,Operating,0.1056,June 2004,0.1022,,Yes,Operating,,,,,,
280,MI0245,Niles District Library,"Class 4: Serve 12,000-25,999",Berrien,Niles,District,1.5,Aug 2002,1.4842,0,Yes,Operating,0.25,2018-08-07,0.25,2023,No,Capital Projects,,,,,,
281,MI0253,Ogemaw District Library,"Class 4: Serve 12,000-25,999",Ogemaw,City of Rose City,District,0.03,November 2014,0.03,November 2020,No,operating,0.02,November 2014,0.02,November 2020,No,operating,,,,,,
282,MI0258,Otsego County Library,"Class 4: Serve 12,000-25,999",Otsego,City of Gaylord,County,0.4,Aug-14,0.4,2020,No,Operating,0.375,Nov-16,0.375,2021,No,Debt,,,,,,
283,MI0259,Otsego District Public Library,"Class 4: Serve 12,000-25,999",Allegan,City of Otsego,District,1.0,March 1996,0.9888,,Yes,Operating,0.65,August 2007,0.65,January 2027,No,Debt,,,,,,
284,MI0262,Oxford Public Library,"Class 4: Serve 12,000-25,999",Oakland,Oxford,Township,1.0,Aug-84,0.6415,,Yes,Operating,0.85,Nov-95,0.6844,,Yes,Operating,,,,,,
285,MI0265,Paw Paw District Library,"Class 4: Serve 12,000-25,999",Van Buren,Paw Paw,District,0.9919,May 07,0.9919,Dec 26,No,Operating,0.2781,Jun 94,0.2781,0,Yes,Operating,0.4664,Jun 97,0.4664,0,Yes,Operating
286,MI0269,Petoskey District Library,"Class 4: Serve 12,000-25,999",Emmet,City of Petoskey,District,1.0,12/1995,0.8388,,Yes,both,1.0,8/2000,0.9306,,Yes,both,0.4,12/2020,0.4,12/2023,No,operating
287,MI0276,Portage Lake District Library,"Class 4: Serve 12,000-25,999",Houghton,City of Houghton,District,1.9606,Jan-18,1.9606,Dec-24,No,Both,,,,,,,,,,,,
288,MI0278,Portland District Library,"Class 4: Serve 12,000-25,999",Ionia,City of Portland,District,1.2339,Aug 2018,1.2339,2028,No,Operating,1.0,May 03,0.68,Jun 24,No,Debt,,,,,,
289,MI0279,Presque Isle District Library,"Class 4: Serve 12,000-25,999",Presque Isle,City of Rogers City,District,1.0,8/2014,1.0,12/2021,No,Both,1.0,2022-01-01,1.0,2041-12-31,No,Operating,,,,,,
290,MI0292,Riverview Veterans Memorial Library,"Class 4: Serve 12,000-25,999",Wayne,City of Riverview,City,0.8,2019-06-05,0.8,2020-06-05,Yes,,,,,,,,,,,,,
291,MI0315,Salem-South Lyon District Library,"Class 4: Serve 12,000-25,999",Washtenaw,Salem,District,1.25,May-95,1.0703,,Yes,Operating,0.495,2/25/14,0.4752,12/2033,No,Operating,,,,,,
292,MI0355,Spring Lake District Library,"Class 4: Serve 12,000-25,999",Ottawa,Spring Lake,District,1.2,Sept. 1,1.1401,12/30/20,No,Operating,0.6,August 94,0.5526,None,Yes,Operating,0.6,May 2001,0.43,12/2020,No,debt
293,MI0319,Springfield Township Library,"Class 4: Serve 12,000-25,999",Oakland,Springfield,Township,0.5,Nov. 1990,0.404,,Yes,Operating,0.5,Aug. 2006,0.4841,,Yes,Operating,,,,,,
294,MI0326,Sturgis District Library,"Class 4: Serve 12,000-25,999",St. Joseph,Sturgis,District,1.1,Aug-2016,1.0981,Dec-2025,No,Operating,,,,,,,,,,,,
295,MI0333,Tecumseh District Library,"Class 4: Serve 12,000-25,999",Lenawee,Tecumseh,District,1.35,May 2013,1.3,December 2023,No,Operating,,,,,,,,,,,,
296,MI0338,Thornapple Kellogg School and Community Library,"Class 4: Serve 12,000-25,999",Barry,Thornapple,School District,,,,,,,,,,,,,,,,,,
297,MI0340,Three Rivers Public Library,"Class 4: Serve 12,000-25,999",St. Joseph,City of Three Rivers,City,1.75,Jan 93,1.68,0,Yes,operating,,,,,,,,,,,,
298,MI0349,Vicksburg District Library,"Class 4: Serve 12,000-25,999",Kalamazoo,Schoolcraft,District,1.0,8/2002,0.8282,,Yes,Operation,,,,,,,,,,,,
299,MI0403,Wayne Public Library,"Class 4: Serve 12,000-25,999",Wayne,City of Wayne,City,0.99,,0.99,,Yes,,1.0,2018-08-07,1.0,2028-08-07,No,,,,,,,
300,MI0374,Wixom Public Library,"Class 4: Serve 12,000-25,999",Oakland,City of Wixom,City,1.08,August 2016,1.0743,June 2027,No,Operating,,,,,,,,,,,,
301,MI9017,Allen Park Public Library,"Class 5: Serve 26,000-49,999",Wayne,,City,,,,,,,,,,,,,,,,,,
302,MI0411,Allendale Township Library,"Class 5: Serve 26,000-49,999",Ottawa,Allendale,Township,0.25,Aug- 2016,0.25,Aug - 2021,No,Operating,,,,,,,,,,,,
303,MI0414,Alpena County Library,"Class 5: Serve 26,000-49,999",Alpena,Alpena,County,0.75,January 2015,0.75,December 2024,No,Operating,0.25,2019-08-06,0.25,2030-08-06,No,Both,,,,,,
304,MI0019,Baldwin Public Library,"Class 5: Serve 26,000-49,999",Oakland,City of Birmingham,City,1.75,Nov-98,1.3567,,Yes,Operating,,,,,,,,,,,,
305,MI0430,Belleville Area District Library,"Class 5: Serve 26,000-49,999",Wayne,City of Belleville,District,0.7,11-2010,0.693,12-2021,No,Operating,0.75,2016-11-08,0.7425,12-2036,No,Operating,0.75,2016-11-08,0.62,12-2036,No,Debt
306,MI0037,Bloomfield Township Public Library,"Class 5: Serve 26,000-49,999",Oakland,Bloomfield,Township,1.0,April 1982,0.6789,,Yes,Operating,0.7874,August 2002,0.7254,122003,Yes,Operating,0.541,November 2014,0.5211,November 2024,No,Operating
307,MI0039,Branch District Library,"Class 5: Serve 26,000-49,999",Branch,Coldwater,District,0.7,Aug-91,0.6048,in perpetuity,Yes,Both,0.5,Aug-2014,0.4999,2022-12-31,No,Operating,,,,,,
308,MI0043,Brighton District Library,"Class 5: Serve 26,000-49,999",Livingston,City of Brighton,District,0.75,May 1994,0.6488,0,Yes,operating,0.22,November 2015,0.2133,November 2035,No,operating,,,,,,
309,MI0049,Cadillac-Wexford County Public Library,"Class 5: Serve 26,000-49,999",Wexford,City of Cadillac,County,0.75,November 2014,0.75,January 2022,No,Operating,,,,,,,,,,,,
310,MI0055,Cass District Library,"Class 5: Serve 26,000-49,999",Cass,LaGrange,District,0.75,Jan. 1993,0.646,,Yes,both,,,,,,,,,,,,
311,MI0416,Chesterfield Township Library,"Class 5: Serve 26,000-49,999",Macomb,Chesterfield,Township,0.7,11/1994,0.6184,0,Yes,Both,,,,,,,,,,,,
312,MI0166,Clarkston Independence District Library,"Class 5: Serve 26,000-49,999",Oakland,Independence,District,1.25,Aug-14,1.179,Dec-21,No,Operating,,,,,,,,,,,,
313,MI0426,Commerce Township Community Library,"Class 5: Serve 26,000-49,999",Oakland,Commerce,Township,0.3,nov 94,0.3,,Yes,operating,0.7,nov 2016,0.6895,Nov 2022,No,Operating,,,,,,
314,MI0310,Community District Library,"Class 5: Serve 26,000-49,999",Shiawassee,Caledonia,District,0.7,08/20,0.7,08/20,No,Operating,,,,,,,,,,,,
315,MI0075,Cromaine District Library,"Class 5: Serve 26,000-49,999",Livingston,Hartland,District,1.4914,August 2010,1.4914,Dec 2022,No,Operating,,,,,,,,,,,,
316,MI9009,Delta Township District Library,"Class 5: Serve 26,000-49,999",Eaton,Delta,District,1.0,12/2006,1.0,,Yes,operating,,,,,,,,,,,,
317,MI0085,Dickinson County Library,"Class 5: Serve 26,000-49,999",Dickinson,City of Iron Mountain,County,0.9,August 2018,0.9,December 2024,No,Operating,,,,,,,,,,,,
318,MI0093,East Lansing Public Library,"Class 5: Serve 26,000-49,999",Ingham,City of East Lansing,City,1.0,11/2012,1.0,11/2022,No,Operating,1.0,7/2013,1.0,11/2022,No,Operating,,,,,,
319,MI0092,Eastpointe Memorial Library,"Class 5: Serve 26,000-49,999",Macomb,City of Eastpointe,City,1.0,jul-19,0.868,jun-20,No,Operating,1.0,Nov-16,0.9833,Nov-21,No,Operating,,,,,,
320,MI0121,Garden City Public Library,"Class 5: Serve 26,000-49,999",Wayne,City of Garden City,City,1.0,July 2012,0.9528,July 2031,No,Both,1.0,July 2020,0.9826,July 2029,No,,,,,,,
321,MI0124,Georgetown Township Public Library,"Class 5: Serve 26,000-49,999",Ottawa,Georgetown,Township,,,,,,,,,,,,,,,,,,
322,MI0135,Hackley Public Library,"Class 5: Serve 26,000-49,999",Muskegon,City of Muskegon,District,2.4,June 2001,2.4,June 2021,No,Operating,0.4866,Nov. 2014,0.4962,2030,No,Debt,,,,,,
323,MI0171,Iosco-Arenac District Library,"Class 5: Serve 26,000-49,999",Iosco,City of East Tawas,District,0.4912,Aug-12,0.4912,Dec-23,No,Operating,,,,,,,,,,,,
324,MI0195,Lenawee District Library,"Class 5: Serve 26,000-49,999",Lenawee,Adrian City,District,0.6,"August 6, 2013",0.6,2022,No,Operating,,,,,,,,,,,,
325,MI9025,Lincoln Park Public Library,"Class 5: Serve 26,000-49,999",Wayne,,City,0.7,"July 1, 2014",0.7,Annual,No,Operating,,,,,,,,,,,,
326,MI0201,Loutit District Library,"Class 5: Serve 26,000-49,999",Ottawa,Grand Haven,District,1.0,04/2000,0.9654,Jun-99,Yes,Both,0.115,05/2007,0.115,05/2027,No,Debt,,,,,,
327,MI0210,Madison Heights Public Library,"Class 5: Serve 26,000-49,999",Oakland,City of Madison Heights,City,1.0,May 2011,1.0,May 2021,No,Operating,,,,,,,,,,,,
328,MI0401,Mason County District Library,"Class 5: Serve 26,000-49,999",Mason,City of Ludington,District,0.5,August 1994,0.4947,,Yes,Both,,,,,,,,,,,,
329,MI0248,Northville District Library,"Class 5: Serve 26,000-49,999",Wayne,Northville,District,1.0,May 1994,0.9114,,Yes,Operating,0.1997,2014-11-04,0.1901,11/20/2022,No,Operating,,,,,,
330,MI0251,Oak Park Public Library,"Class 5: Serve 26,000-49,999",Oakland,City of Oak Park,City,1.0,May-2004,0.9516,,Yes,Operating,0.5,Feb-2011,0.4799,Feb-2021,No,Operating,,,,,,
331,MI0255,Orion Township Public Library,"Class 5: Serve 26,000-49,999",Oakland,Orion,Township,1.5,Aug 1996,1.3555,,Yes,Operating,,,,,,,,,,,,
332,MI0268,Peter White Public Library,"Class 5: Serve 26,000-49,999",Marquette,City of Marquette,City,1.5,1-29-1891,1.3685,,Yes,operating,0.6796,8/8/2017,0.497,2033,No,Debt,,,,,,
333,MI0273,Plymouth District Library,"Class 5: Serve 26,000-49,999",Wayne,Plymouth,District,0.5,Nov-94,0.4839,,Yes,Operating,0.4,Nov-87,0.3278,,Yes,Operating,0.8,Nov-85,0.6331,,Yes,Operating
334,MI0402,Redford Township District Library,"Class 5: Serve 26,000-49,999",Wayne,Redford,District,1.0,Dec-94,0.9233,,Yes,Operating,0.0,Nov-02,0.75,Dec-21,No,Debt,1.4,Nov-14,1.4,Dec-21,No,Operating
335,MI0294,Romeo District Library,"Class 5: Serve 26,000-49,999",Macomb,Washington,District,1.35,November / 1996,1.0967,,Yes,Operating,,,,,,,,,,,,
336,MI0433,Romulus Public Library,"Class 5: Serve 26,000-49,999",Wayne,,City,0.7,0,0.7,0,No,Operating,,,,,,,,,,,,
337,MI0295,Roseville Public Library,"Class 5: Serve 26,000-49,999",Macomb,,City,1.0,January 2012,1.0,,Yes,Operating,0.5,2016-08-03,0.5,2026-08-02,No,Operating,,,,,,
338,MI0300,Saline District Library,"Class 5: Serve 26,000-49,999",Washtenaw,City of Saline,District,0.9,09/1991,0.8132,none,Yes,operating,0.55,08/2006,0.33,08/2026,No,operating,,,,,,
339,MI0261,Shiawassee District Library,"Class 5: Serve 26,000-49,999",Shiawassee,Owosso,District,1.25,Aug 2011,1.2383,Dec 2021,No,Operating,,,,,,,,,,,,
340,MI0434,Southgate Veterans Memorial Library,"Class 5: Serve 26,000-49,999",Wayne,Southgate,City,1.0,Nov 1994,0.88,none,Yes,both,,,,,,,,,,,,
341,MI0022,Superior District Library,"Class 5: Serve 26,000-49,999",Chippewa,City of Sault Ste. Marie,District,0.5,12/2015,0.497,11/2024,No,Operating,0.497,08/2016,0.5,12/2026,No,Operating,0.5,01/2016,0.5,11/2024,No,Operating
342,MI0345,Van Buren District Library,"Class 5: Serve 26,000-49,999",Van Buren,Decatur,District,1.0,04/1991,0.8847,,Yes,operating,0.2,08/2015,0.1984,08/2025,No,operating,,,,,,
343,MI0366,White Lake Township Library,"Class 5: Serve 26,000-49,999",Oakland,White Lake,Township,0.5,Aug-14,0.4223,12/31/2021,No,operating,0.3,apr-75,0.1971,,Yes,operating,0.4,Aug-18,0.3759,12/31/2025,No,Operating
344,MI0012,Ann Arbor District Library,"Class 6: Serve 50,000+",Washtenaw,City of Ann Arbor,District,2.0,Jun-96,1.8365,,Yes,Operating,,,,,,,,,,,,
345,MI0021,Bay County Library System,"Class 6: Serve 50,000+",Bay,Bay,County,1.0,Nov-14,1.0,Dec-19,No,Operating,1.0,Aug-00,1.0,Dec-19,No,Both,,,,,,
346,MI0052,Canton Public Library,"Class 6: Serve 50,000+",Wayne,Canton,Township,2.0,08/1986,1.5006,,Yes,Both,,,,,,,,,,,,
347,MI0424,Capital Area District Libraries,"Class 6: Serve 50,000+",Ingham,City of Lansing,District,1.5567,8/2018,1.5567,12/2021,No,Operating,,,,,,,,,,,,
348,MI0348,Chippewa River District Library System,"Class 6: Serve 50,000+",Isabella,City of Mount Pleasant,District,1.75,August 2018,1.75,December 2038,No,Operating,,,,,,,,,,,,
349,MI0397,Clinton-Macomb Public Library,"Class 6: Serve 50,000+",Macomb,Clinton,District,1.0,Aug-98,0.8599,,Yes,Both,0.39,Aug-14,0.3741,Dec-21,No,Both,,,,,,
350,MI0425,Dearborn Heights City Libraries,"Class 6: Serve 50,000+",Wayne,Dearborn Heights,City,1.0,Nov 1999,0.9082,,Yes,Both,0.95,Nov 2013,0.939,,Yes,Both,,,,,,
351,MI0078,Dearborn Public Library,"Class 6: Serve 50,000+",Wayne,City of Dearborn,City,1.0,Nov. 2011,1.0,Nov. 2021,No,Operating,0.69,2020-07-01,0.69,2020-06-30,No,Operating,,,,,,
352,MI0083,Detroit Public Library,"Class 6: Serve 50,000+",Wayne,City of Detroit,City,0.64,July 1994,0.64,0,Yes,operating,4.0,August 2014,4.0,June 2025,No,operating,,,,,,
353,MI0105,Farmington Community Library,"Class 6: Serve 50,000+",Oakland,City of Farmington Hills,District,0.5856,Nov 2011,0.573,Dec 2032,No,operating,1.0,May 2005,0.9787,Dec 2024,No,operating,,,,,,
354,MI0111,Flint Public Library,"Class 6: Serve 50,000+",Genesee,City of Flint,District,2.0,AUG 2002,2.0,,Yes,Operating,1.4,AUG 2010,1.4,DEC 2021,No,Operating,0.6,NOV 2015,0.6,DEC 2021,No,Operating
355,MI0123,Genesee District Library,"Class 6: Serve 50,000+",Genesee,Flint,District,0.9981,2016-08-02,0.9938,2026-12-31,No,Operating,,,,,,,,,,,,
356,MI0129,Grace A. Dow Memorial Library,"Class 6: Serve 50,000+",Midland,,City,1.0,0,1.0,0,No,Operating,,,,,,,,,,,,
357,MI0131,Grand Rapids Public Library,"Class 6: Serve 50,000+",Kent,City of Grand Rapids,City,2.15,Jan 1994,2.0728,,Yes,Operating,0.395,2019-07-01,0.3805,2029-10-31,No,Both,,,,,,
358,MI0134,Grosse Pointe Public Library,"Class 6: Serve 50,000+",Wayne,City of Grosse Pointe Farms,District,1.7,September 1994,1.5078,,Yes,Both,0.6847,11/06/2018,0.6847,12/31/2027,No,Both,,,,,,
359,MI0150,Herrick District Library,"Class 6: Serve 50,000+",Ottawa,City of Holland,District,1.5,AUGUST 2016,1.4463,DEC 2030,No,operating,,,,,,,,,,,,
360,MI0160,Howell Carnegie District Library,"Class 6: Serve 50,000+",Livingston,City of Howell,District,1.0,Oct 1988,0.665,,Yes,Operating,0.4,August 2013,0.3843,August 2032,No,Operating,,,,,,
361,MI0175,Jackson District Library,"Class 6: Serve 50,000+",Jackson,City of Jackson,District,1.7508,11/2016,1.7508,12/2024,No,Operating,,,,,,,,,,,,
362,MI0180,Kalamazoo Public Library,"Class 6: Serve 50,000+",Kalamazoo,City of Kalamazoo,District,2.7523,5/5/2009,2.7523,12/29/2029,No,Operating,1.169,5/6/2014,1.169,12/31/2033,No,Operating,,,,,,
363,MI0182,Kent District Library,"Class 6: Serve 50,000+",Kent,Plainfield,District,1.28,Aug - 2014,1.2774,Dec - 2023,No,Operating,,,,,,,,,,,,
364,MI0190,Lapeer District Library,"Class 6: Serve 50,000+",Lapeer,City of Lapeer,District,0.9,August 2012,0.8818,December 2022,No,Operating,,,,,,,,,,,,
365,MI0200,Livonia Public Library,"Class 6: Serve 50,000+",Wayne,City of Livonia,City,1.0,Aug. 1984,0.8,,Yes,Both,,,,,,,,,,,,
366,MI0233,Monroe County Library System,"Class 6: Serve 50,000+",Monroe,Monroe,County,1.0,August 2020,1.0,December 2028,No,Both,,,,,,,,,,,,
367,MI0240,Muskegon Area District Library,"Class 6: Serve 50,000+",Muskegon,Fruitport,District,1.249,8/2/2016,1.249,12/31/2025,No,operating,,,,,,,,,,,,
368,MI0250,Novi Public Library,"Class 6: Serve 50,000+",Oakland,City of Novi,City,1.0,November -77,0.7567,,Yes,Operating,,,,,,,,,,,,
369,MI0274,Pontiac Public Library,"Class 6: Serve 50,000+",Oakland,City of Pontiac,City,1.0,2017-01-01,1.0,2026-12-31,No,Operating,,,,,,,,,,,,
370,MI0277,Portage District Library,"Class 6: Serve 50,000+",Kalamazoo,City of Portage,District,1.5,Jun-98,1.4959,,Yes,Both,0.5,2019-11-05,0.4986,2029-11-05,No,Both,,,,,,
371,MI0299,Public Libraries of Saginaw,"Class 6: Serve 50,000+",Saginaw,City of Saginaw,District,2.7,11/1994,2.6947,0,Yes,Operating,1.3,11/2013,1.2983,11/2024,No,Operating,,,,,,
372,MI0293,Rochester Hills Public Library,"Class 6: Serve 50,000+",Oakland,City of Rochester,City,1.0,April 1924,0.7545,,Yes,Operating,,,,,,,,,,,,
373,MI0296,Royal Oak Public Library,"Class 6: Serve 50,000+",Oakland,City of Royal Oak,City,1.0,Nov. 2003,0.946,Nov. 2023,No,Both,,,,,,,,,,,,
374,MI0321,Saint Clair County Library System,"Class 6: Serve 50,000+",Saint Clair,City of Port Huron,County,0.7,August 2014,0.7,December 2021,No,Operating,,,,,,,,,,,,
375,MI0322,Saint Clair Shores Public Library,"Class 6: Serve 50,000+",Macomb,City of Saint Clair Shores,City,1.0,2019-07-01,0.871,2020-06-30,No,Operating,,,,,,,,,,,,
376,MI0308,Shelby Township Library,"Class 6: Serve 50,000+",Macomb,Shelby,Township,,,,,,,,,,,,,,,,,,
377,MI0316,Southfield Public Library,"Class 6: Serve 50,000+",Oakland,City of Southfield,City,2.8,05/2011,2.8,,Yes,both,0.9,07/2011,0.82,,No,Both,,,,,,
378,MI0325,Sterling Heights Public Library,"Class 6: Serve 50,000+",Macomb,City of Sterling Heights,City,,,,,,,,,,,,,,,,,,
379,MI9024,Taylor Community Library,"Class 6: Serve 50,000+",Wayne,,City,0.8862,1986,0.8862,none,No,Operating,,,,,,,,,,,,
380,MI0342,Traverse Area District Library,"Class 6: Serve 50,000+",Grand Traverse,City of Traverse City,District,1.1,Aug-16,0.9382,Dec-25,No,Operating,,,,,,,,,,,,
381,MI9020,Trenton Veteran's Memorial Library,"Class 6: Serve 50,000+",Wayne,,City,0.4828,06/30/2020,0.3971,none,Yes,operating,0.2,08072018,,December 2022,No,operating,,,,,,
382,MI0343,Troy Public Library,"Class 6: Serve 50,000+",Oakland,City of Troy,City,0.7,November 2015,0.7,"June 30, 2021",No,Operating,,,,,,,,,,,,
383,MI0356,Warren Public Library,"Class 6: Serve 50,000+",Macomb,City of Warren,City,0.5,10/1957,0.4899,0,Yes,Both,0.85,08/2010,1.3399,08/2030,No,Both,0.85,08/2030,1.3399,08/2030,No,Both
384,MI0358,Waterford Township Public Library,"Class 6: Serve 50,000+",Oakland,Waterford,Township,0.8673,August 2012,0.9118,August 2022,No,Operating,,,,,,,,,,,,
385,MI0362,West Bloomfield Township Public Library,"Class 6: Serve 50,000+",Oakland,West Bloomfield,Township,1.0,09/1949,1.0,,Yes,Operating,0.7,08/2010,0.7,2026-08-03,No,Operating,,,,,,
386,MI0371,Willard Public Library,"Class 6: Serve 50,000+",Calhoun,City of Battle Creek,District,2.0,June 2001,2.0,,Yes,Operating,,,,,,,,,,,,
387,MI0415,William P. Faust Public Library of Westland,"Class 6: Serve 50,000+",Wayne,City of Westland,City,1.0,Apr 1994,0.9419,,Yes,Operations,0.99,August 2012,0.9839,June 2022,No,,,,,,,
388,MI0377,Ypsilanti District Library,"Class 6: Serve 50,000+",Washtenaw,Ypsilanti,District,1.6,2/15/93,1.4653,,Yes,operating,0.38,11/02/10,0.3691,,Yes,operating,0.7,11/06/18,0.6908,12/31/29,No,operating
389,,,,,,,,,,,,,,,,,,,,,,,,
390,End of worksheet,,,,,,,,,,,,,,,,,,,,,,,
